codigo,etapa,ano,area,componente,unidade_tematica,objeto_conhecimento,descricao,palavras_chave,temas_relacionados,steam_relacionado,cultura_maker,fonte_url,observacoes
EF69AR16,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Analisar criticamente, por meio da apreciação musical, usos e funções da música em seus contextos de produção e circulação, relacionando as práticas musicais às diferentes dimensões da vida social, cultural, política, histórica, econômica, estética e ética","{""criticamente"",""apreciacao"",""musical"",""funcoes"",""musica"",""contextos"",""producao"",""circulacao"",""relacionando"",""praticas""}","{""criticamente"",""apreciacao"",""musical"",""funcoes"",""musica"",""contextos""}","{""ciencia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR17,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Explorar e analisar, criticamente, diferentes meios e equipamentos culturais de circulação da música e do conhecimento musical.","{""explorar"",""criticamente"",""equipamentos"",""culturais"",""circulacao"",""musica"",""conhecimento"",""musical""}","{""explorar"",""criticamente"",""equipamentos"",""culturais"",""circulacao"",""musica""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR18,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,Reconhecer e apreciar o papel de músicos e grupos de música brasileiros e estrangeiros que contribuíram para o desenvolvimento de formas e gêneros musicais.,"{""apreciar"",""papel"",""musicos"",""grupos"",""musica"",""brasileiros"",""estrangeiros"",""contribuiram"",""desenvolvimento"",""generos""}","{""apreciar"",""papel"",""musicos"",""grupos"",""musica"",""brasileiros""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR19,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Identificar e analisar diferentes estilos musicais, contextualizando-os no tempo e no espaço, de modo a aprimorar a capacidade de apreciação da estética musical.","{""estilos"",""musicais"",""contextualizando"",""tempo"",""espaco"",""aprimorar"",""capacidade"",""apreciacao"",""estetica"",""musical""}","{""estilos"",""musicais"",""contextualizando"",""tempo"",""espaco"",""aprimorar""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR20,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Explorar e analisar elementos constitutivos da música (altura, intensidade, timbre, melodia, ritmo etc.), por meio de recursos tecnológicos (games e plataformas digitais), jogos, canções e práticas diversas de composição/criação, execução e apreciação musicais.","{""explorar"",""elementos"",""constitutivos"",""musica"",""altura"",""intensidade"",""timbre"",""melodia"",""ritmo"",""recursos""}","{""explorar"",""elementos"",""constitutivos"",""musica"",""altura"",""intensidade""}","{""tecnologia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR21,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Explorar e analisar fontes e materiais sonoros em práticas de composição/criação, execução e apreciação musical, reconhecendo timbres e características de instrumentos musicais diversos.","{""explorar"",""fontes"",""materiais"",""sonoros"",""praticas"",""composicao"",""criacao"",""execucao"",""apreciacao"",""musical""}","{""explorar"",""fontes"",""materiais"",""sonoros"",""praticas"",""composicao""}","{""ciencia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR22,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Explorar e identificar diferentes formas de registro musical (notação musical tradicional, partituras criativas e procedimentos da música contemporânea), bem como procedimentos e técnicas de registro em áudio e audiovisual.","{""explorar"",""registro"",""musical"",""notacao"",""tradicional"",""partituras"",""criativas"",""procedimentos"",""musica"",""contemporanea""}","{""explorar"",""registro"",""musical"",""notacao"",""tradicional"",""partituras""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR23,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Explorar e criar improvisações, composições, arranjos, jingles, trilhas sonoras, entre outros, utilizando vozes, sons corporais e/ou instrumentos acústicos ou eletrônicos, convencionais ou não convencionais, expressando ideias musicais de maneira individual, coletiva e colaborativa.","{""explorar"",""criar"",""improvisacoes"",""composicoes"",""arranjos"",""jingles"",""trilhas"",""sonoras"",""outros"",""vozes""}","{""explorar"",""criar"",""improvisacoes"",""composicoes"",""arranjos"",""jingles""}","{""ciencia"",""tecnologia"",""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR24,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Reconhecer e apreciar artistas e grupos de teatro brasileiros e estrangeiros de diferentes épocas, investigando os modos de criação, produção, divulgação, circulação e organização da atuação profissional em teatro.","{""apreciar"",""artistas"",""grupos"",""teatro"",""brasileiros"",""estrangeiros"",""epocas"",""investigando"",""modos"",""criacao""}","{""apreciar"",""artistas"",""grupos"",""teatro"",""brasileiros"",""estrangeiros""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR25,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Identificar e analisar diferentes estilos cênicos, contextualizando-os no tempo e no espaço de modo a aprimorar a capacidade de apreciação da estética teatral.","{""estilos"",""cenicos"",""contextualizando"",""tempo"",""espaco"",""aprimorar"",""capacidade"",""apreciacao"",""estetica"",""teatral""}","{""estilos"",""cenicos"",""contextualizando"",""tempo"",""espaco"",""aprimorar""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR26,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Explorar diferentes elementos envolvidos na composição dos acontecimentos cênicos (figurinos, adereços, cenário, iluminação e sonoplastia) e reconhecer seus vocabulários.","{""explorar"",""elementos"",""envolvidos"",""composicao"",""acontecimentos"",""cenicos"",""figurinos"",""aderecos"",""cenario"",""iluminacao""}","{""explorar"",""elementos"",""envolvidos"",""composicao"",""acontecimentos"",""cenicos""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR27,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Pesquisar e criar formas de dramaturgias e espaços cênicos para o acontecimento teatral, em diálogo com o teatro contemporâneo.","{""pesquisar"",""criar"",""dramaturgias"",""espacos"",""cenicos"",""acontecimento"",""teatral"",""dialogo"",""teatro"",""contemporaneo""}","{""pesquisar"",""criar"",""dramaturgias"",""espacos"",""cenicos"",""acontecimento""}","{""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR28,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,Investigar e experimentar diferentes funções teatrais e discutir os limites e desafios do trabalho artístico coletivo e colaborativo.,"{""investigar"",""experimentar"",""funcoes"",""teatrais"",""limites"",""desafios"",""trabalho"",""artistico"",""coletivo"",""colaborativo""}","{""investigar"",""experimentar"",""funcoes"",""teatrais"",""limites"",""desafios""}","{""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR29,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,Experimentar a gestualidade e as construções corporais e vocais de maneira imaginativa na improvisação teatral e no jogo cênico.,"{""experimentar"",""gestualidade"",""construcoes"",""corporais"",""vocais"",""maneira"",""imaginativa"",""improvisacao"",""teatral"",""cenico""}","{""experimentar"",""gestualidade"",""construcoes"",""corporais"",""vocais"",""maneira""}","{""ciencia"",""engenharia"",""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR30,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Compor improvisações e acontecimentos cênicos com base em textos dramáticos ou outros estímulos (música, imagens, objetos etc.), caracterizando personagens (com figurinos e adereços), cenário, iluminação e sonoplastia e considerando a relação com o espectador.","{""compor"",""improvisacoes"",""acontecimentos"",""cenicos"",""textos"",""dramaticos"",""outros"",""estimulos"",""musica"",""imagens""}","{""compor"",""improvisacoes"",""acontecimentos"",""cenicos"",""textos"",""dramaticos""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR31,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Relacionar as práticas artísticas às diferentes dimensões da vida social, cultural, política, histórica, econômica, estética e ética.","{""relacionar"",""praticas"",""artisticas"",""dimensoes"",""social"",""cultural"",""politica"",""historica"",""economica"",""estetica""}","{""relacionar"",""praticas"",""artisticas"",""dimensoes"",""social"",""cultural""}","{""ciencia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR32,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Analisar e explorar, em projetos temáticos, as relações processuais entre diversas linguagens artísticas.","{""explorar"",""projetos"",""tematicos"",""relacoes"",""processuais"",""linguagens"",""artisticas""}","{""explorar"",""projetos"",""tematicos"",""relacoes"",""processuais"",""linguagens""}","{""engenharia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR33,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Analisar aspectos históricos, sociais e políticos da produção artística, problematizando as narrativas eurocêntricas e as diversas categorizações da arte (arte, artesanato, folclore, design etc.).","{""aspectos"",""historicos"",""sociais"",""politicos"",""producao"",""artistica"",""problematizando"",""narrativas"",""eurocentricas"",""categorizacoes""}","{""aspectos"",""historicos"",""sociais"",""politicos"",""producao"",""artistica""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR34,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Analisar e valorizar o patrimônio cultural, material e imaterial, de culturas diversas, em especial a brasileira, incluindo suas matrizes indígenas, africanas e europeias, de diferentes épocas, e favorecendo a construção de vocabulário e repertório relativos às diferentes linguagens artísticas.","{""valorizar"",""patrimonio"",""cultural"",""material"",""imaterial"",""culturas"",""especial"",""brasileira"",""incluindo"",""matrizes""}","{""valorizar"",""patrimonio"",""cultural"",""material"",""imaterial"",""culturas""}","{""ciencia"",""engenharia"",""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69AR35,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Arte,,,"Identificar e manipular diferentes tecnologias e recursos digitais para acessar, apreciar, produzir, registrar e compartilhar práticas e repertórios artísticos, de modo reflexivo, ético e responsável.","{""manipular"",""tecnologias"",""recursos"",""digitais"",""acessar"",""apreciar"",""registrar"",""compartilhar"",""praticas"",""repertorios""}","{""manipular"",""tecnologias"",""recursos"",""digitais"",""acessar"",""apreciar""}","{""tecnologia"",""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efar,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP01,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Diferenciar liberdade de expressão de discursos de ódio, posicionando-se contrariamente a esse tipo de discurso e vislumbrando possibilidades de denúncia quando for o caso.","{""diferenciar"",""liberdade"",""expressao"",""discursos"",""posicionando"",""contrariamente"",""discurso"",""vislumbrando"",""possibilidades"",""denuncia""}","{""diferenciar"",""liberdade"",""expressao"",""discursos"",""posicionando"",""contrariamente""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP02,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Analisar e comparar peças publicitárias variadas (cartazes, folhetos, outdoor, anúncios e propagandas em diferentes mídias, spots, jingle, vídeos etc.), de forma a perceber a articulação entre elas em campanhas, as especificidades das várias semioses e mídias, a adequação dessas peças ao público-alvo, aos objetivos do anunciante e/ou da campanha e à construção composicional e estilo dos gêneros em questão, como forma de ampliar suas possibilidades de compreensão (e produção) de textos pertencentes a esses gêneros.","{""pecas"",""publicitarias"",""variadas"",""cartazes"",""folhetos"",""outdoor"",""anuncios"",""propagandas"",""midias"",""spots""}","{""pecas"",""publicitarias"",""variadas"",""cartazes"",""folhetos"",""outdoor""}","{""tecnologia"",""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP03,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Identificar, em notícias, o fato central, suas principais circunstâncias e eventuais decorrências; em reportagens e fotorreportagens o fato ou a temática retratada e a perspectiva de abordagem, em entrevistas os principais temas/subtemas abordados, explicações dadas ou teses defendidas em relação a esses subtemas; em tirinhas, memes, charge, a crítica, ironia ou humor presente.","{""noticias"",""central"",""principais"",""circunstancias"",""eventuais"",""decorrencias"",""reportagens"",""fotorreportagens"",""tematica"",""retratada""}","{""noticias"",""central"",""principais"",""circunstancias"",""eventuais"",""decorrencias""}","{""tecnologia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP04,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Identificar e analisar os efeitos de sentido que fortalecem a persuasão nos textos publicitários, relacionando as estratégias de persuasão e apelo ao consumo com os recursos linguístico-discursivos utilizados, como imagens, tempo verbal, jogos de palavras, figuras de linguagem etc., com vistas a fomentar práticas de consumo conscientes.","{""efeitos"",""sentido"",""fortalecem"",""persuasao"",""textos"",""publicitarios"",""relacionando"",""estrategias"",""apelo"",""consumo""}","{""efeitos"",""sentido"",""fortalecem"",""persuasao"",""textos"",""publicitarios""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP05,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Inferir e justificar, em textos multissemióticos – tirinhas, charges, memes, gifs etc. –, o efeito de humor, ironia e/ou crítica pelo uso ambíguo de palavras, expressões ou imagens ambíguas, de clichês, de recursos iconográficos, de pontuação etc.","{""inferir"",""justificar"",""textos"",""multissemioticos"",""tirinhas"",""charges"",""memes"",""efeito"",""humor"",""ironia""}","{""inferir"",""justificar"",""textos"",""multissemioticos"",""tirinhas"",""charges""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP06,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Produzir e publicar notícias, fotodenúncias, fotorreportagens, reportagens, reportagens multimidiáticas, infográficos, podcasts noticiosos, entrevistas, cartas de leitor, comentários, artigos de opinião de interesse local ou global, textos de apresentação e apreciação de produção cultural – resenhas e outros próprios das formas de expressão das culturas juvenis, tais como vlogs e podcasts culturais, gameplay, detonado etc.– e cartazes, anúncios, propagandas, spots, jingles de campanhas sociais, dentre outros em várias mídias, vivenciando de forma significativa o papel de repórter, de comentador, de analista, de crítico, de editor ou articulista, de booktuber, de vlogger (vlogueiro) etc., como forma de compreender as condições de produção que envolvem a circulação desses textos e poder participar e vislumbrar possibilidades de participação nas práticas de linguagem do campo jornalístico e do campo midiático de forma ética e responsável, levando-se em consideração o contexto da Web 2.0, que amplia a possibilidade de circulação desses textos e “funde” os papéis de leitor e autor, de consumidor e produtor.","{""publicar"",""noticias"",""fotodenuncias"",""fotorreportagens"",""reportagens"",""multimidiaticas"",""infograficos"",""podcasts"",""noticiosos"",""entrevistas""}","{""publicar"",""noticias"",""fotodenuncias"",""fotorreportagens"",""reportagens"",""multimidiaticas""}","{""tecnologia"",""artes"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP07,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Produzir textos em diferentes gêneros, considerando sua adequação ao contexto produção e circulação – os enunciadores envolvidos, os objetivos, o gênero, o suporte, a circulação -, ao modo (escrito ou oral; imagem estática ou em movimento etc.), à variedade linguística e/ou semiótica apropriada a esse contexto, à construção da textualidade relacionada às propriedades textuais e do gênero), utilizando estratégias de planejamento, elaboração, revisão, edição, reescrita/redesign e avaliação de textos, para, com a ajuda do professor e a colaboração dos colegas, corrigir e aprimorar as produções realizadas, fazendo cortes, acréscimos, reformulações, correções de concordância, ortografia, pontuação em textos e editando imagens, arquivos sonoros, fazendo cortes, acréscimos, ajustes, acrescentando/ alterando efeitos, ordenamentos etc.","{""textos"",""generos"",""considerando"",""adequacao"",""contexto"",""producao"",""circulacao"",""enunciadores"",""envolvidos"",""objetivos""}","{""textos"",""generos"",""considerando"",""adequacao"",""contexto"",""producao""}","{""engenharia"",""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP08,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Revisar/editar o texto produzido – notícia, reportagem, resenha, artigo de opinião, dentre outros –, tendo em vista sua adequação ao contexto de produção, a mídia em questão, características do gênero, aspectos relativos à textualidade, a relação entre as diferentes semioses, a formatação e uso adequado das ferramentas de edição (de texto, foto, áudio e vídeo, dependendo do caso) e adequação à norma culta.","{""revisar"",""editar"",""texto"",""produzido"",""noticia"",""reportagem"",""resenha"",""artigo"",""opiniao"",""dentre""}","{""revisar"",""editar"",""texto"",""produzido"",""noticia"",""reportagem""}","{""tecnologia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP09,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Planejar uma campanha publicitária sobre questões/problemas, temas, causas significativas para a escola e/ou comunidade, a partir de um levantamento de material sobre o tema ou evento, da definição do público-alvo, do texto ou peça a ser produzido – cartaz, banner, folheto, panfleto, anúncio impresso e para internet, spot, propaganda de rádio, TV etc. –, da ferramenta de edição de texto, áudio ou vídeo que será utilizada, do recorte e enfoque a ser dado, das estratégias de persuasão que serão utilizadas etc.","{""planejar"",""campanha"",""publicitaria"",""questoes"",""problemas"",""temas"",""causas"",""significativas"",""escola"",""comunidade""}","{""planejar"",""campanha"",""publicitaria"",""questoes"",""problemas"",""temas""}","{""ciencia"",""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP10,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Produzir notícias para rádios, TV ou vídeos, podcasts noticiosos e de opinião, entrevistas, comentários, vlogs, jornais radiofônicos e televisivos, dentre outros possíveis, relativos a fato e temas de interesse pessoal, local ou global e textos orais de apreciação e opinião – podcasts e vlogs noticiosos, culturais e de opinião, orientando-se por roteiro ou texto, considerando o contexto de produção e demonstrando domínio dos gêneros.","{""noticias"",""radios"",""videos"",""podcasts"",""noticiosos"",""opiniao"",""entrevistas"",""comentarios"",""vlogs"",""jornais""}","{""noticias"",""radios"",""videos"",""podcasts"",""noticiosos"",""opiniao""}","{""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP11,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Identificar e analisar posicionamentos defendidos e refutados na escuta de interações polêmicas em entrevistas, discussões e debates (televisivo, em sala de aula, em redes sociais etc.), entre outros, e se posicionar frente a eles.","{""posicionamentos"",""defendidos"",""refutados"",""escuta"",""interacoes"",""polemicas"",""entrevistas"",""discussoes"",""debates"",""televisivo""}","{""posicionamentos"",""defendidos"",""refutados"",""escuta"",""interacoes"",""polemicas""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP12,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Desenvolver estratégias de planejamento, elaboração, revisão, edição, reescrita/ redesign (esses três últimos quando não for situação ao vivo) e avaliação de textos orais, áudio e/ou vídeo, considerando sua adequação aos contextos em que foram produzidos, à forma composicional e estilo de gêneros, a clareza, progressão temática e variedade linguística empregada, os elementos relacionados à fala, tais como modulação de voz, entonação, ritmo, altura e intensidade, respiração etc., os elementos cinésicos, tais como postura corporal, movimentos e gestualidade significativa, expressão facial, contato de olho com plateia etc.","{""desenvolver"",""estrategias"",""planejamento"",""elaboracao"",""revisao"",""edicao"",""reescrita"",""redesign"",""ultimos"",""quando""}","{""desenvolver"",""estrategias"",""planejamento"",""elaboracao"",""revisao"",""edicao""}","{""ciencia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP13,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Engajar-se e contribuir com a busca de conclusões comuns relativas a problemas, temas ou questões polêmicas de interesse da turma e/ou de relevância social.","{""engajar"",""contribuir"",""busca"",""conclusoes"",""comuns"",""relativas"",""problemas"",""temas"",""questoes"",""polemicas""}","{""engajar"",""contribuir"",""busca"",""conclusoes"",""comuns"",""relativas""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP14,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Formular perguntas e decompor, com a ajuda dos colegas e dos professores, tema/questão polêmica, explicações e ou argumentos relativos ao objeto de discussão para análise mais minuciosa e buscar em fontes diversas informações ou dados que permitam analisar partes da questão e compartilhá-los com a turma.","{""formular"",""perguntas"",""decompor"",""ajuda"",""colegas"",""professores"",""questao"",""polemica"",""explicacoes"",""argumentos""}","{""formular"",""perguntas"",""decompor"",""ajuda"",""colegas"",""professores""}","{""tecnologia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP15,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Apresentar argumentos e contra-argumentos coerentes, respeitando os turnos de fala, na participação em discussões sobre temas controversos e/ou polêmicos.","{""apresentar"",""argumentos"",""contra"",""coerentes"",""respeitando"",""turnos"",""participacao"",""discussoes"",""temas"",""controversos""}","{""apresentar"",""argumentos"",""contra"",""coerentes"",""respeitando"",""turnos""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF69LP16,Ensino Fundamental - Anos Finais,"6º ano; 7º ano; 8º ano; 9º ano",Linguagens,Língua Portuguesa,,,"Analisar e utilizar as formas de composição dos gêneros jornalísticos da ordem do relatar, tais como notícias (pirâmide invertida no impresso X blocos noticiosos hipertextuais e hipermidiáticos no digital, que também pode contar com imagens de vários tipos, vídeos, gravações de áudio etc.), da ordem do argumentar, tais como artigos de opinião e editorial (contextualização, defesa de tese/opinião e uso de argumentos) e das entrevistas: apresentação e contextualização do entrevistado e do tema, estrutura pergunta e resposta etc.","{""utilizar"",""composicao"",""generos"",""jornalisticos"",""ordem"",""relatar"",""noticias"",""piramide"",""invertida"",""impresso""}","{""utilizar"",""composicao"",""generos"",""jornalisticos"",""ordem"",""relatar""}","{""tecnologia"",""engenharia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/eflp,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
